url	download_complete
ngs.ics.uci.edu/an-entrepreneurial-researcher	complete
mondego.ics.uci.edu/projects/clonedetection/tool/plugins	complete
grape.ics.uci.edu/wiki/public/raw-attachment/wiki/cs122b-2018-winter-project2/ShowSession.java	complete
wics.ics.uci.edu/previous-officers	complete
wics.ics.uci.edu/spring-potluck-with-ics-clubs	complete
wics.ics.uci.edu/events/2018-06-03	complete
grape.ics.uci.edu/wiki/public/wiki/cs222-2017-fall-project1-description	complete
ngs.ics.uci.edu/google-search	complete
xtune.ics.uci.edu/people.htm	complete
www.ics.uci.edu/ugrad/degree_cgs	complete
ngs.ics.uci.edu/esther-dyson-and-when20	complete
cradl.ics.uci.edu/benjamin-koehne-completes-internship-at-microsoft-research-asia-beijing	complete
honors.ics.uci.edu/graduate-school-resources	complete
www.ics.uci.edu/community/news/spotlight_mingkow	complete
wics.ics.uci.edu/hello-world	complete
ngs.ics.uci.edu/start-up-in-social-networking-interesting-insights	complete
www.ics.uci.edu/about/bren/gallery/gallery_07_jpg	complete
ngs.ics.uci.edu/tag/health-navigator	complete
www.ics.uci.edu/%7Egts/facts.html	complete
grape.ics.uci.edu/wiki/public/wiki/cs122b-2017-spring-project2	complete
grape.ics.uci.edu/wiki/public/wiki/cs122b-2017-spring-project3	complete
www.ics.uci.edu/community/news/spotlight_career_fair	complete
grape.ics.uci.edu/wiki/public/wiki/cs122b-2017-spring-project5	complete
fr.ics.uci.edu/chile	complete
futurehealth.ics.uci.edu/resources	complete
ngs.ics.uci.edu/presentation-on-observation-systems	complete
ngs.ics.uci.edu	complete
ngs.ics.uci.edu/ck-prahalad-one-more-tribute	complete
www.ics.uci.edu/computing/policy	complete
se.ics.uci.edu/Welcome.html	complete
flamingo.ics.uci.edu/releases/latest	complete
computableplant.ics.uci.edu/bti1036	complete
cloudberry.ics.uci.edu/demos/twittermap	complete
seal.ics.uci.edu/projects/covert/GooglePlay_ICC_allSols.txt	complete
ngs.ics.uci.edu/contextual-circles	complete
cradl.ics.uci.edu/cradl-at-chase-2012-workshop-icse-zurich-switzerland	complete
computableplant.ics.uci.edu/alphasite	complete
mcs.ics.uci.edu/current-students/resources/campus-contacts	complete
grape.ics.uci.edu/wiki/public/attachment/wiki/cs122b-2018-spring/cs122b-setup-scripts.txt	complete
iasl.ics.uci.edu/people/iburago	complete
www.ics.uci.edu/community/news/spotlight_dechter_book	complete
auge.ics.uci.edu/eventshop	complete
www.ics.uci.edu/about/facilities	complete
ngs.ics.uci.edu/organic-books	complete
duttgroup.ics.uci.edu/projects/self-aware-adaptive-computing/ipf-2	complete
ngs.ics.uci.edu/diversity-and-india	complete
ngs.ics.uci.edu/research/research-papers/experiential-computing	complete
ngs.ics.uci.edu/reflecting-on-your-life	complete
grape.ics.uci.edu/wiki/public/attachment/wiki/cs222p-2017-fall-project1/test.sh	complete
www.ics.uci.edu/community/events/openhouse/research09.html	complete
ngs.ics.uci.edu/author/ramesh/page/32	complete
www.ics.uci.edu/%7Ewmt/socialCodeGroup/projects.html	complete
ngs.ics.uci.edu/experiencing-maps	complete
ngs.ics.uci.edu/author/ramesh/page/33	complete
grape.ics.uci.edu/wiki/public/zip-attachment/wiki/cs122b-2018-spring-project1-import-project	complete
ngs.ics.uci.edu/women-accepting-wife-beating	complete
ngs.ics.uci.edu/funny-story-about-googles-plans	complete
sdcl.ics.uci.edu/author/dkutas	complete
grape.ics.uci.edu/wiki/public/attachment/wiki/cs122a-2016-spring/2016s-cs122a-hw5-template.txt	complete
sdcl.ics.uci.edu/2011/08/distributed-collaboration-grant	complete
ngs.ics.uci.edu/microsoft-vs-netscape-and-microsoft-vs-google	complete
www.ics.uci.edu/ugrad/degrees/Minors	complete
sdcl.ics.uci.edu/2014/05/meet-the-sdcl-beowulf-cluster	complete
chenli.ics.uci.edu/feed	complete
ngs.ics.uci.edu/1077	complete
ngs.ics.uci.edu/author/ramesh/page/37	complete
ngs.ics.uci.edu/category/general-updates/page/15	complete
ngs.ics.uci.edu/category/general-updates/page/14	complete
ngs.ics.uci.edu/category/general-updates/page/17	complete
ngs.ics.uci.edu/category/general-updates/page/16	complete
www.ics.uci.edu/students	complete
ngs.ics.uci.edu/category/general-updates/page/10	complete
ngs.ics.uci.edu/category/general-updates/page/13	complete
ngs.ics.uci.edu/category/general-updates/page/12	complete
emj.ics.uci.edu/topics	complete
www.ics.uci.edu/%7elab/unixfiles	complete
ngs.ics.uci.edu/category/general-updates/page/18	complete
wics.ics.uci.edu/events/category/project-meeting	incomplete
duttgroup.ics.uci.edu/2018/10/13/won-first-place-at-student-design-contest-held-by-16th-international-system-on-chip-conference	complete
grape.ics.uci.edu/wiki/public/attachment/wiki/cs222-2017-fall-project3/test.sh	complete
www.ics.uci.edu/ugrad/policies/Computer_Copyrights	complete
grape.ics.uci.edu/wiki/public/prefs/advanced	complete
grape.ics.uci.edu/wiki/public/raw-attachment/wiki/cs222-2018-fall-project3/test.sh	complete
cml.ics.uci.edu/2012/08/2012_uaidomination	complete
computableplant.ics.uci.edu/alphasite/sponsors.html	complete
www.ics.uci.edu/faculty/area_systems	complete
mcs.ics.uci.edu/contact-us/staff	complete
sherlock.ics.uci.edu/qgd.html	complete
computableplant.ics.uci.edu/hierleap	complete
ngs.ics.uci.edu/extreme-stories13	complete
ngs.ics.uci.edu/quantifying-semantic-gap	complete
ngs.ics.uci.edu/social-systems-and-big-data	complete
fr.ics.uci.edu/haiticrisis	complete
ngs.ics.uci.edu/eventweb9-causality-deterministic	complete
ngs.ics.uci.edu/text-book-on-multimedia	complete
luci.ics.uci.edu/pages/Students/oliverhaimson/oliverhaimson.html	complete
www.ics.uci.edu/%7elab/lab_schedule	complete
wics.ics.uci.edu/event/wics-group-tech-interview-practice	complete
wics.ics.uci.edu/wics-final-python-project-meeting	complete
sdcl.ics.uci.edu/tag/ice-cream	complete
ngs.ics.uci.edu/tag/integrative-health	complete
mailman.ics.uci.edu/mailman/listinfo/cert-students	complete
honors.ics.uci.edu/step-4-start-your-research	complete
www.ics.uci.edu/community/news/spotlight_diazgutierrez	complete
wics.ics.uci.edu/events/2018-09-24	complete
mcs.ics.uci.edu	complete
www.ics.uci.edu/%7Ewics/about_officers.html	complete
ngs.ics.uci.edu/in-nagpur-061226	complete
ngs.ics.uci.edu/entrepreneurship-education	complete
www.ics.uci.edu/computing/linux/file-security	complete
grape.ics.uci.edu/wiki/public/wiki/cs122b-2019-winter-project1-install-tomcat-on-aws	complete
www.ics.uci.edu/grad/GradPolicies_AdvanceCandidacy.php	complete
mailman.ics.uci.edu/mailman/admin/ics-insa	complete
www.ics.uci.edu/community/news/spotlight_art_hitomi	complete
wics.ics.uci.edu/events/2018-11-15	complete
mailman.ics.uci.edu/mailman/private/aperture	complete
ngs.ics.uci.edu/grand-challenge-problems-at-acm-multimedia-2009	complete
ngs.ics.uci.edu/853	complete
www.ics.uci.edu/community/news/spotlight_hanratty	complete
grape.ics.uci.edu/wiki/public/attachment/wiki/cs122b-2019-winter-project1/cs122b-setup-scripts.txt	complete
grape.ics.uci.edu/wiki/public/zip-attachment/wiki/cs122b-2017-spring-project4	complete
www.ics.uci.edu/ugrad/policies/Academic_Standing	complete
grape.ics.uci.edu/wiki/public/zip-attachment/wiki/cs122b-2017-spring-project1	complete
ngs.ics.uci.edu/managing-event-information-a-book	complete
ngs.ics.uci.edu/most-popular-but-little-known-photosite	complete
computableplant.ics.uci.edu/papers/2004/sw.html	complete
www.ics.uci.edu/brenhall	complete
mcs.ics.uci.edu/current-students/mcs-grade-policy/academic-probation-process-policy	complete
www.ics.uci.edu/community/events/judges	complete
wics.ics.uci.edu/winter-quarter-2017-week-6-study-session	complete
www.ics.uci.edu/%7ewics	complete
ngs.ics.uci.edu/future-of-web-is-here-now	complete
ngs.ics.uci.edu/tag/precision-health	complete
grape.ics.uci.edu/wiki/public/raw-attachment/wiki/cs122b-2017-winter-project3/employees.xml	complete
ngs.ics.uci.edu/china-trip-nov-20063	complete
sdcl.ics.uci.edu/2015/11/sdcl-at-ase-2015	complete
ngs.ics.uci.edu/china-trip-nov-20064	complete
computableplant.ics.uci.edu/gallery/Gallery/Schoetz/index.html	complete
computableplant.ics.uci.edu/2005/CVPR-2005-Abstract.html	complete
ngs.ics.uci.edu/events-unaware-of-events	complete
www.ics.uci.edu/about/search_sao	complete
cradl.ics.uci.edu/identity-design-in-virtual-worlds-published-at-is-eud-2013	complete
ngs.ics.uci.edu/obamas-popularity	complete
www.ics.uci.edu/community/events/openhouse/gallery_06.html	complete
www.ics.uci.edu/computing/policy/ethics_summary	complete
wics.ics.uci.edu/food-and-fun-with-wics	complete
www.ics.uci.edu/contact	complete
www.ics.uci.edu/grad/policies/GradPolicies_AdvanceCandidacy.php	complete
ngs.ics.uci.edu/back-home-070108	complete
www.ics.uci.edu/computing/group_email.php	complete
ngs.ics.uci.edu/photo-software-revised-reality	complete
ngs.ics.uci.edu/government-in-india	complete
duttgroup.ics.uci.edu/2018/09/25/fall18-kick-off-and-welcome-bbq-party	complete
duttgroup.ics.uci.edu/projects/self-aware-adaptive-computing/memory-adaptation	complete
grape.ics.uci.edu/wiki/public/raw-attachment/wiki/cs122b-2017-winter-project1/data.sql	complete
wics.ics.uci.edu/events/2017-09-30	complete
wics.ics.uci.edu/fall-quarter-update/img_0029	complete
computableplant.ics.uci.edu/gallery/Gallery/nuclei&centers/index.html	complete
ngs.ics.uci.edu/india-and-china	complete
grape.ics.uci.edu/wiki/public/wiki/cs122b-2013-winter	complete
ngs.ics.uci.edu/micro-blogs-and-blogs	complete
www.ics.uci.edu/grad/policies/GradPolicies_ConcurrentEnrollment	complete
www.ics.uci.edu/about/bren/bren_press	complete
www.ics.uci.edu/ugrad/SAO_Events	complete
ngs.ics.uci.edu/attending-acm-multimedia-2007	complete
wics.ics.uci.edu/fall-quarter-2016-wk-7-summer-internship-panel	complete
www.ics.uci.edu/community/news/spotlight_kindred	complete
cloudberry.ics.uci.edu/tag/tech	complete
sdcl.ics.uci.edu/2015/02/welcome-fernando	complete
emj.ics.uci.edu/wp-content/emj/uploads/MjolsnessCunhaPMAV24Oct2012	complete
www.ics.uci.edu/269	complete
ngs.ics.uci.edu/a-perspective-on-multimedia-computing-and-commpunication-1	complete
sdcl.ics.uci.edu/2013/05/isr-research-forum-2	complete
wics.ics.uci.edu/winter-quarter-2017-week-8-wics-mentorship-baked-goods-potluck-and-movie-night	complete
www.ics.uci.edu/MJCarey_Honors.html	complete
ngs.ics.uci.edu/phone-as-identity	complete
emj.ics.uci.edu/talks	complete
flamingo.ics.uci.edu/2.0	complete
grape.ics.uci.edu/wiki/public/wiki/cs122b-2018-spring-project5-mysql-master-slave	complete
www.ics.uci.edu/computing/account/new	complete
www.ics.uci.edu/computing/contact/helpdesk	complete
emj-pc.ics.uci.edu/mgs/dbases/agns	complete
sdcl.ics.uci.edu/research/past-projects/code-orb-2	complete
grape.ics.uci.edu/wiki/public/raw-attachment/wiki/cs122b-2017-winter-project2/ShowSession.java	complete
mhcid.ics.uci.edu/admissions/admissions-overview	complete
ngs.ics.uci.edu/author/ramesh/page/45	complete
wics.ics.uci.edu/event/coffee-chat-with-deloitte	complete
ngs.ics.uci.edu/tag/photo-gallery	complete
sdcl.ics.uci.edu/2012/12/marian-petre-visit-2	complete
www.ics.uci.edu/community/events	complete
mailman.ics.uci.edu/pipermail/sislgram	complete
ngs.ics.uci.edu/tag/browsing	complete
www.ics.uci.edu/about/search_dept_stats-staff	complete
ngs.ics.uci.edu/subtitles-to-teach-reading	complete
wics.ics.uci.edu/brownie-troops-computer-expert-badge	complete
wics.ics.uci.edu/event/amazon-event	complete
wics.ics.uci.edu/wics-2018-bytes-of-code	complete
ngs.ics.uci.edu/blinkx-has-better-interface	complete
www.ics.uci.edu/%7Egts/contact.html	complete
ngs.ics.uci.edu/more-timelines	complete
grape.ics.uci.edu/wiki/public/wiki/cs122a-2016-spring	complete
www.ics.uci.edu/computing/linux/sge	complete
ngs.ics.uci.edu/tag/representations	complete
ngs.ics.uci.edu/tata-and-rs-1-lakh-car	complete
grape.ics.uci.edu/wiki/public/raw-attachment/wiki/cs122b-2017-spring-project3/Employee.java	complete
mswe.ics.uci.edu/program/curriculum	complete
grape.ics.uci.edu/wiki/public/raw-attachment/wiki/cs122b-2017-winter-project3/DomParserExample.java	complete
cradl.ics.uci.edu/david-redmiles-gives-keynote-address-at-brazilian-symposium-on-collaborative-systems-sbsc-2012-and-participates-in-writing-workshop	complete
ngs.ics.uci.edu/events-descriptions-and-opinions	complete
www.ics.uci.edu/sao	complete
www.ics.uci.edu/opportunities.html	complete
grape.ics.uci.edu/wiki/public/raw-attachment/wiki/cs122a-2016-spring/2016s-cs122a-hw4-template.txt	complete
wics.ics.uci.edu/google-career-panel	complete
www.ics.uci.edu/MJCarey_Contact.html	complete
grape.ics.uci.edu/wiki/public/wiki/cs222p-2017-fall-ubuntu-setup-guide	complete
ngs.ics.uci.edu/gutenbergs-revenge	complete
ngs.ics.uci.edu/experiencing-sports-using-technology	complete
ngs.ics.uci.edu/tag/data-analytics	complete
ngs.ics.uci.edu/changing-marriages-bedrooms	complete
grape.ics.uci.edu/wiki/public/raw-attachment/wiki/cs122b-2018-winter-project2/jspTest.war	complete
www.ics.uci.edu/ugrad/policies/CS199_IN4MATX199	complete
ngs.ics.uci.edu/more-experiences-in-china	complete
ngs.ics.uci.edu/pacific-rim-multimedia-conference-day-1	complete
wics.ics.uci.edu/2016/01	complete
cradl.ics.uci.edu/redmiles-named-acm-distinguished-scientist	complete
ngs.ics.uci.edu/pacific-rim-multimedia-conference-day-2	complete
ngs.ics.uci.edu/events-on-yahoo	complete
ngs.ics.uci.edu/cuil-a-new-search-engine	complete
wics.ics.uci.edu/winter-quarter-2017-mock-technical-interviews-prep-workshop	complete
cml.ics.uci.edu/2013/03/2013_fowlkescareer	complete
testlab.ics.uci.edu/submit.html	complete
ngs.ics.uci.edu/tag/computer-vision	complete
www.ics.uci.edu/ugrad/life	complete
piki.ics.uci.edu/ics125s04	complete
grape.ics.uci.edu/wiki/public/zip-attachment/wiki/cs122b-2018-winter-project1-eclipse-project	complete
sdcl.ics.uci.edu/category/travel/page/2	complete
metaviz.ics.uci.edu	complete
www.ics.uci.edu/computing/services/sophos_mac	complete
ngs.ics.uci.edu/carrot-works-in-research	complete
grape.ics.uci.edu/wiki/public/wiki/cs222-2015-fall	complete
wics.ics.uci.edu/women-empowering-women-lunch-2018	complete
www.ics.uci.edu/computing/account/faqs	complete
grape.ics.uci.edu/wiki/public/wiki/cs122b-2011-winter	complete
sdcl.ics.uci.edu/2016/01/new-scholarship	complete
wics.ics.uci.edu/events/2017-11-05	complete
www.ics.uci.edu/%7emjcarey	complete
mailman.ics.uci.edu/mailman/admin/ics-wics	complete
xtune.ics.uci.edu/sponsor.htm	complete
ngs.ics.uci.edu/computer-for-developing-world-from-olpc	complete
grape.ics.uci.edu/wiki/public/raw-attachment/wiki/cs222-2017-fall-project1/test.sh	complete
ngs.ics.uci.edu/tag/big-data	complete
wics.ics.uci.edu/masimo-presents-the-hidden-job-market	complete
www.ics.uci.edu/stayconnected	complete
grape.ics.uci.edu/wiki/public/attachment/wiki/cs122b-2018-spring-project1/JDBC1.java	complete
wics.ics.uci.edu/wics-fall-quarter-week-4-twitter-qa-and-info-session	complete
ngs.ics.uci.edu/nagpur-trip-2007	complete
cml.ics.uci.edu/2006/10/2006_cmlnips	complete
honors.ics.uci.edu/program-overview/step-4-start-your-research	complete
sdcl.ics.uci.edu/2013/05/lionel-briand-visit	complete
flamingo.ics.uci.edu/.svn	complete
grape.ics.uci.edu/wiki/public/wiki	complete
grape.ics.uci.edu/wiki/public/raw-attachment/wiki/cs122b-2017-spring-project4/AjaxTest.war	complete
www.ics.uci.edu/computing/account/quota	complete
ngs.ics.uci.edu/computing3o	complete
ngs.ics.uci.edu/language-and-the-eventweb	complete
cradl.ics.uci.edu/author/bkoehne/page/2	complete
sdcl.ics.uci.edu/2013/07/fuse-2003	complete
ngs.ics.uci.edu/in-bali	complete
ngs.ics.uci.edu/great-opportunity-for-video-researchers	complete
ngs.ics.uci.edu/tag/computer-vision-multimedia	complete
wics.ics.uci.edu/wics-mentorship-program	complete
mhcid.ics.uci.edu/program/events	complete
computableplant.ics.uci.edu/index-challenge.html	complete
www.ics.uci.edu/about/jcleaver@ics.uci.edu	complete
computableplant.ics.uci.edu/papers/2004/tut.html	complete
grape.ics.uci.edu/wiki/public/raw-attachment/wiki/cs122b-2018-spring-project3/employees.xml	complete
swiki.ics.uci.edu/doku.php/projects:maint-summer-2018	complete
ngs.ics.uci.edu/objective-self-5-finally-we-may-have-objective-self	complete
emj.ics.uci.edu/papers/machine-learning-papers	complete
ngs.ics.uci.edu/is-this-bitterness-or-real-belief	complete
www.ics.uci.edu/%7eprojects/directions.html	complete
www.ics.uci.edu/involved/corporate_partner	complete
ngs.ics.uci.edu/technology-and-auto-industry	complete
ngs.ics.uci.edu/eventweb-article	complete
www.ics.uci.edu/projects/OOOcommit.html	complete
mailman.ics.uci.edu/mailman/listinfo/ivecg-faculty	complete
computableplant.ics.uci.edu/papers/2004/BGRS-2004-KAP-abstract.html	complete
wics.ics.uci.edu/events/2018-04-22	complete
wics.ics.uci.edu/events/2018-04-23	complete
cradl.ics.uci.edu/projects	complete
ngs.ics.uci.edu/tag/foodlog	complete
wics.ics.uci.edu/events/2018-04-24	complete
wics.ics.uci.edu/events/2017-10-09	complete
cml.ics.uci.edu/category/aiml/page/2	complete
wics.ics.uci.edu/events/2017-10-07	complete
grape.ics.uci.edu/wiki/public/zip-attachment/wiki/cs222p-2018-fall-project1-create-project	complete
wics.ics.uci.edu/events/2017-10-05	complete
wics.ics.uci.edu/events/2017-10-02	complete
wics.ics.uci.edu/events/2017-10-03	complete
grape.ics.uci.edu/wiki/public/attachment/wiki/cs122b-2017-spring-project4/AjaxTest.war	complete
computableplant.ics.uci.edu/sw/CambiumOrganism	complete
mailman.ics.uci.edu/mailman/listinfo/mlrg	complete
www.ics.uci.edu/%7eprojects/seminar/Nanda/bio.htm	complete
www.ics.uci.edu/community/news/spotlight_anteater_award	complete
ngs.ics.uci.edu/author/ramesh/page/49	complete
www.ics.uci.edu/www.ics.uci.edu	complete
ngs.ics.uci.edu/vacation-in-germany	complete
wics.ics.uci.edu/wics-fall-quarter-week-1-first-general-meeting	complete
ngs.ics.uci.edu/author/ramesh/page/48	complete
www.ics.uci.edu/ugrad/Double_Majors	complete
wics.ics.uci.edu/join-us	complete
computableplant.ics.uci.edu/alphasite/people-team.html	complete
seal.ics.uci.edu/projects/fusion/trs.html	complete
ngs.ics.uci.edu/camera-with-face-detection-technology	complete
wics.ics.uci.edu/aspireit-2017	complete
wics.ics.uci.edu/events/2018-10-25	complete
ngs.ics.uci.edu/tag/social-computing	complete
wics.ics.uci.edu/aspireit-2018	complete
ngs.ics.uci.edu/back-after-fires	complete
computableplant.ics.uci.edu/models/Activator/WU-Activator-Update-2010/centers.tsv	complete
cwicsocal18.ics.uci.edu/sponsors/current-sponsors	complete
ngs.ics.uci.edu/telepresence	complete
ngs.ics.uci.edu/eventweb-and-saving-lives	complete
www.ics.uci.edu/%7Erjammala	complete
radicle.ics.uci.edu	complete
cml.ics.uci.edu/2015/09/fall-2015	complete
www.ics.uci.edu/community/events/openhouse/secondlife.html	complete
duttgroup.ics.uci.edu/projects/health-care-iot	complete
wics.ics.uci.edu/wics-first-general-spring-quarter-meeting	complete
ngs.ics.uci.edu/seraja-updates-060712	complete
www.ics.uci.edu/%7elab/software	complete
cradl.ics.uci.edu/author/bkoehne	complete
mailman.ics.uci.edu/mailman/admin/icsb-mjolsness-tutorial	complete
mcs.ics.uci.edu/prospective-students/application-process	complete
ngs.ics.uci.edu/tag/bad-news	complete
ngs.ics.uci.edu/timeline-mashups	complete
www.ics.uci.edu/community/events/teams	complete
emj.ics.uci.edu/cv	complete
ngs.ics.uci.edu/iptv-and-eventweb	complete
redmiles.ics.uci.edu/teaching	complete
ngs.ics.uci.edu/tag/semantic-links	complete
iasl.ics.uci.edu	complete
ngs.ics.uci.edu/tag/oral-stories	complete
www.ics.uci.edu/about	complete
grape.ics.uci.edu/wiki/public/wiki/cs122b-2018-winter-project5-mysql-master-slave	complete
ngs.ics.uci.edu/tag/multimedia	complete
computableplant.ics.uci.edu/gallery/Gallery/published/PNAS103.html	complete
ngs.ics.uci.edu/new-search-companies	complete
wics.ics.uci.edu/web-development-projects-awards	complete
computableplant.ics.uci.edu/papers/2002/BGRS-2002-KAP-abstract.html	complete
cwicsocal18.ics.uci.edu/sponsors	complete
wics.ics.uci.edu/fall-quarter-2016-week-3-pwc-info-session	complete
www.ics.uci.edu/community/events/schedule	complete
ngs.ics.uci.edu/singapore-and-multimedia	complete
swiki.ics.uci.edu/doku.php/services:webmail	complete
ipubmed.ics.uci.edu/about.html	complete
www.ics.uci.edu/ugrad/policies/Add_Drop_ChangeOption	complete
ngs.ics.uci.edu/reflections	complete
wics.ics.uci.edu/events/2019-02-06	complete
wics.ics.uci.edu/events/2019-02-05	complete
duttgroup.ics.uci.edu/group-members/ajan-drg-headshot	complete
computableplant.ics.uci.edu/sw/cellerator_opt.nb	complete
cml.ics.uci.edu/2015/02/alexander-ihler-gives-short-course-on-approximate-inference-at-mlss	complete
luci.ics.uci.edu/pages/Students/kejing/kejing.html	complete
ngs.ics.uci.edu/tag/personal-model	complete
www.ics.uci.edu/grad/GradPolicies_CommitteeMembers	complete
grape.ics.uci.edu/wiki/public/raw-attachment/wiki/cs122b-2017-winter-project1/JDBC2.java	complete
ngs.ics.uci.edu/another-non-issue-gaining-importance	complete
grape.ics.uci.edu/wiki/public/raw-attachment/wiki/cs222-2017-fall-project4/test.sh	complete
www.ics.uci.edu/community/news/notes/index	complete
ngs.ics.uci.edu/google-maps-and-latitude	complete
www.ics.uci.edu/ugrad/Academic_Honesty	complete
wics.ics.uci.edu/events/2017-10-06	complete
grape.ics.uci.edu/wiki/public/wiki/cs222-2018-fall-project1-description	complete
grape.ics.uci.edu/wiki/public/raw-attachment/wiki/cs122b-2018-winter-project2/ShowItems.java	complete
ngs.ics.uci.edu/memories-for-life	complete
ngs.ics.uci.edu/abstraction-matching	complete
ngs.ics.uci.edu/vace2-close-out-workshop	complete
seal.ics.uci.edu/projects/cobweb/index.html	complete
wics.ics.uci.edu/event/mentorship-banquet	complete
ngs.ics.uci.edu/going-home	complete
sdcl.ics.uci.edu/papers/dissertations	complete
ngs.ics.uci.edu/contenxt-not-content-or-context-in-computer-vision	complete
www.ics.uci.edu/%7Enalini	complete
ngs.ics.uci.edu/protectionism-in-difficult-time	complete
ngs.ics.uci.edu/Vista-Starter-ready-for-developing-nations/2100-1016_3-6153667.html	complete
computableplant.ics.uci.edu/gallery/Gallery/moving-cells/index.html	complete
ngs.ics.uci.edu/third-day-at-acm-multimedia	complete
ngs.ics.uci.edu/search-inside	complete
cml.ics.uci.edu/2017/01/winter-2017	complete
radicle.ics.uci.edu/links.html	complete
grape.ics.uci.edu/wiki/public/attachment/wiki/cs122b-2017-spring-project3/SAXParserExample.java	complete
ngs.ics.uci.edu/professionalsocial/recognitions	complete
wics.ics.uci.edu/category/news/page/11	complete
wics.ics.uci.edu/gen-meeting-and-mentorship-14	complete
wics.ics.uci.edu/category/news/page/13	complete
wics.ics.uci.edu/category/news/page/12	complete
cml.ics.uci.edu/2013/08/2013_alexnsf	complete
www.ics.uci.edu/community/events/openhouse/gallery_05.html	complete
ngs.ics.uci.edu/controlling-health	complete
ngs.ics.uci.edu/clicking-on-the-real-world	complete
wics.ics.uci.edu/event/redfin-resume-workshop	complete
grape.ics.uci.edu/wiki/public/raw-attachment/wiki/cs222-2018-fall/setup-mysql.txt	complete
ngs.ics.uci.edu/rising-wages-in-india-starting-to-hurt	complete
wics.ics.uci.edu/studying-with-wics	complete
cml.ics.uci.edu/2016/02/anandkumar-receives-google-research-award	complete
sdcl.ics.uci.edu/2014/06/grant-on-crowd-programming	complete
ngs.ics.uci.edu/mir-at-ieee-int-conf-on-image-processing	complete
grape.ics.uci.edu/wiki/public/raw-attachment/wiki/cs222-2018-fall-project3/tree3.svg	complete
www.ics.uci.edu/%7eprojects/EMWS09/index.html	complete
sdcl.ics.uci.edu/people/previous-members	complete
ngs.ics.uci.edu/words-space-and-time	complete
ngs.ics.uci.edu/east-west-and-object-event	complete
labbie.ics.uci.edu	complete
grape.ics.uci.edu/wiki/public/wiki/cs222p-2018-fall-mac-setup-guide	complete
mailman.ics.uci.edu/mailman/admin/hobbes	complete
emj.ics.uci.edu/software/software-computational-biology	complete
ngs.ics.uci.edu/category/general-updates/page/20	complete
ngs.ics.uci.edu/india-has-the-brains-but	complete
grape.ics.uci.edu/wiki/public/raw-attachment/wiki/cs122b-2018-spring-project3/DomParserExample.java	complete
www.ics.uci.edu/faculty/area_cscw	complete
ngs.ics.uci.edu/back-home-2	complete
grape.ics.uci.edu/wiki/public/attachment/wiki/cs122b-2017-spring/BatchInsert.java	complete
ngs.ics.uci.edu/category/general-updates/page/22	complete
ngs.ics.uci.edu/tag/fiction	complete
www.ics.uci.edu/ugrad/QA_After_Graduation	complete
www.ics.uci.edu/community/news/spotlight_hertz	complete
ngs.ics.uci.edu/obama-era-of-responsible-optimism	complete
ngs.ics.uci.edu/microsoft-search-lab	complete
grape.ics.uci.edu/wiki/public/raw-attachment/wiki/cs122b-2017-spring-project1/data.sql	complete
wics.ics.uci.edu/letter-of-recommendation-workshop/8418218574_2cba1ef2c0_c	complete
ngs.ics.uci.edu/divorces-in-india	complete
mcs.ics.uci.edu/career/international-students	complete
sdcl.ics.uci.edu/2015/12/simse	complete
seal.ics.uci.edu/projects/energy-test-min/index.html	complete
www.ics.uci.edu/computing/email/thunderbird_Gmail	complete
grape.ics.uci.edu/wiki/public/zip-attachment/wiki/cs122b-2018-spring-project1-eclipse-project	complete
mondego.ics.uci.edu/projects/clonedetection/tool/latest	complete
futurehealth.ics.uci.edu/news-events/meetings	complete
cml.ics.uci.edu/home/about-us	complete
ngs.ics.uci.edu/evolving-nature-of-books-2	complete
sdcl.ics.uci.edu/2011/04/attending-icse	complete
ngs.ics.uci.edu/teaching	complete
sdcl.ics.uci.edu/2014/02/new-scholarships	complete
ngs.ics.uci.edu/all-those-lifelogs-and-mobile-phones	complete
computableplant.ics.uci.edu/index.html	complete
grape.ics.uci.edu/wiki/public/raw-attachment/wiki/cs122b-2017-spring/BatchInsert.java	complete
ngs.ics.uci.edu/tag/situation-awareness	complete
ngs.ics.uci.edu/entrepreneurship	complete
www.ics.uci.edu/community/news/spotlight_marcu	complete
flamingo.ics.uci.edu/releases/4.0	complete
flamingo.ics.uci.edu/releases/4.1	complete
www.ics.uci.edu/about/about_factsfigures	complete
wics.ics.uci.edu/event/ics-banquet	complete
ngs.ics.uci.edu/nsf-iii-workshop-good-workshop-but-will-it-change-anything	complete
cml.ics.uci.edu/2017/11/new-faculty-member-eric-sudderth	complete
www.ics.uci.edu/grad/GradPolicies_Grading	complete
seal.ics.uci.edu/projects/droid-sec-taxonomy/index.html	complete
ngs.ics.uci.edu/www.travelandtourisminfo.com/Singapore/Singapore-Travel.asp	complete
grape.ics.uci.edu/wiki/public/raw-attachment/wiki/cs122b-2018-winter-project3/SAXParserExample.java	complete
grape.ics.uci.edu/wiki/public/wiki/TracAccessibility	complete
ngs.ics.uci.edu/camera-with-3d-effects	complete
mailman.ics.uci.edu/mailman/admin/autism	complete
ngs.ics.uci.edu/china-and-india	complete
ngs.ics.uci.edu/greece-vacation	complete
testlab.ics.uci.edu/data/pubs.html	complete
emj.ics.uci.edu/wp-login	complete
grape.ics.uci.edu/wiki/public/attachment/wiki/cs122b-2017-winter-project3/SAXParserExample.java	complete
