url	download_complete
alumni.ics.uci.edu/2009/03/05/blended-passion	complete
www.ics.uci.edu/about/bren/bren_about	complete
www.ics.uci.edu/highlights	complete
mailman.ics.uci.edu/mailman/private/hans-subtest	complete
wics.ics.uci.edu/event/riot-tour-2	complete
cml.ics.uci.edu/2006/08/2006_chenligoogle2006	complete
www.ics.uci.edu/computing/password	complete
computableplant.ics.uci.edu/models/Activator/activator-single-cell.xml	complete
ngs.ics.uci.edu/tag/big-data/page/4	complete
www.ics.uci.edu/computing/thunderbird_Gmail	complete
ngs.ics.uci.edu/towards-immersive-telepresence	complete
ngs.ics.uci.edu/extreme-stories-3	complete
mailman.ics.uci.edu/mailman/private/cert-students	complete
ngs.ics.uci.edu/tag/situation-recognition	complete
ngs.ics.uci.edu/category/technical-thoughts/page/3	complete
ngs.ics.uci.edu/category/technical-thoughts/page/2	complete
ngs.ics.uci.edu/category/technical-thoughts/page/7	complete
ngs.ics.uci.edu/category/technical-thoughts/page/6	complete
ngs.ics.uci.edu/category/technical-thoughts/page/5	complete
ngs.ics.uci.edu/category/technical-thoughts/page/4	complete
wics.ics.uci.edu/events/2018-01-21	complete
ngs.ics.uci.edu/3d-tv-a-new-version	complete
wics.ics.uci.edu/event/ics-potluck	complete
www.ics.uci.edu/ugrad/sao/SAO_Events	complete
www.ics.uci.edu/sao/SAO_Events	complete
seal.ics.uci.edu/projects/mu_droid/tool.html	complete
sdcl.ics.uci.edu/category/news	complete
wics.ics.uci.edu/event/wics-group-mock-interviews	complete
cml.ics.uci.edu/2017/06/singh-talk-oc-acm-chapter	complete
www.ics.uci.edu/community/events/openhouse/research07.html	complete
wics.ics.uci.edu/exploreics	complete
ngs.ics.uci.edu/extreme-stories-4	complete
www.ics.uci.edu/%7eprojects/satware	complete
grape.ics.uci.edu/wiki/public/raw-attachment/wiki/cs122b-2018-winter-project2/Session.war	complete
grape.ics.uci.edu/wiki/public/wiki/cs122b-2017-winter	complete
mailman.ics.uci.edu/mailman/admin/theory-seminar	complete
wics.ics.uci.edu/events/2018-02-26	complete
wics.ics.uci.edu/events/2018-02-27	complete
wics.ics.uci.edu/events/2018-02-20	complete
wics.ics.uci.edu/events/2018-02-21	complete
wics.ics.uci.edu/events/2018-02-22	complete
computableplant.ics.uci.edu/alphasite/links.html	complete
www.ics.uci.edu/computing/email/google_setup	complete
mailman.ics.uci.edu/mailman/listinfo/hobbes	complete
ngs.ics.uci.edu/extreme-stories-9	complete
sdcl.ics.uci.edu/2014/09/welcome-arturo-and-fabio	complete
ngs.ics.uci.edu/excellence-in-singapore-but	complete
grape.ics.uci.edu/wiki/public/wiki/cs122b-2019-winter-project1-git	complete
www.ics.uci.edu/degrees/Minors	complete
wics.ics.uci.edu/events/2018-01-07	complete
grape.ics.uci.edu/wiki/public/raw-attachment/wiki/cs122b-2018-spring-project3/DomParserExample.java	complete
wics.ics.uci.edu/events/2018-01-09	complete
wics.ics.uci.edu/events/2018-01-08	complete
sdcl.ics.uci.edu/research/past-projects/calico	complete
grape.ics.uci.edu/wiki/public/about	complete
www.ics.uci.edu/events/computer-science-seminar-series	complete
www.ics.uci.edu/about/search_dean	complete
hobbes.ics.uci.edu/people.shtml	complete
www.ics.uci.edu/faculty	complete
www.ics.uci.edu/computing/mailboss	complete
ngs.ics.uci.edu/terrorism-in-india	complete
wics.ics.uci.edu/fall-quarter-2016-week-4-mentorship-reveal	complete
cml.ics.uci.edu/2018/09/fall-2018	complete
www.ics.uci.edu/about/bren/gallery/gallery_04_jpg	complete
ngs.ics.uci.edu/now-laptops-getting-phone	complete
wics.ics.uci.edu/wics-is-invited-to-western-digital	complete
www.ics.uci.edu/ugrad/ICS_StudentOrgs	complete
ngs.ics.uci.edu/using-big-data-for-storytelling	complete
ngs.ics.uci.edu/future-of-news	complete
www.ics.uci.edu/grad/GradPolicies_EnrollmentStatus.php	complete
seal.ics.uci.edu/projects/deldroid/generic_system_eca_resources.img	incomplete
ngs.ics.uci.edu/ubiquitous-city	incomplete
www.ics.uci.edu/faculties	complete
wics.ics.uci.edu/events/2018-05-09	complete
wics.ics.uci.edu/events/2018-05-08	complete
mailman.ics.uci.edu/pipermail/mlrg	complete
www.ics.uci.edu/centers	complete
ngs.ics.uci.edu/category/general-updates/page/2	incomplete
wics.ics.uci.edu/events/2018-05-03	complete
computableplant.ics.uci.edu/alphasite/index-project.html	complete
wics.ics.uci.edu/events/2018-05-01	complete
www.ics.uci.edu/degrees/Double_Majors	incomplete
ngs.ics.uci.edu/tag/multiple-media	complete
wics.ics.uci.edu/inittogether	incomplete
www.ics.uci.edu/grad	complete
mailman.ics.uci.edu/mailman/listinfo/motifmap	complete
sdcl.ics.uci.edu/2012/06/icse-2012	incomplete
ngs.ics.uci.edu/teaching/past-courses	complete
ngs.ics.uci.edu/semantics-comes-to-google-search	incomplete
ngs.ics.uci.edu/tag/reporting	complete
ngs.ics.uci.edu/managing-event-information-a-book	complete
ngs.ics.uci.edu/war-agains-cancer	complete
www.ics.uci.edu/grad/admissions/Prospective_ApplicationProcess	incomplete
ngs.ics.uci.edu/photo-taking-behaviour-past	incomplete
sdcl.ics.uci.edu/2016/03/lee-was-awarded-the-ibm-fellowship	complete
wics.ics.uci.edu/event/wics-study-session-2	complete
wics.ics.uci.edu/project-development	incomplete
grape.ics.uci.edu/wiki/public/raw-attachment/wiki/cs122b-2018-winter-project5/jmeter_report.html	incomplete
wics.ics.uci.edu/event/casino-night	incomplete
computableplant.ics.uci.edu/sw/segtrack/index.html	incomplete
ngs.ics.uci.edu/tag/photo-management	complete
www.ics.uci.edu/faculty/area_cryptography	complete
grape.ics.uci.edu/wiki/public/wiki/cs222p-2017-fall-project4	complete
wics.ics.uci.edu/fall-quarter-2016-prosky-interactive-info-session	incomplete
grape.ics.uci.edu/wiki/public/raw-attachment/wiki/cs222p-2018-fall-project3/tree3.svg	incomplete
wics.ics.uci.edu/events/2018-10-08	incomplete
wics.ics.uci.edu/fall-quarter-update/8322168491_dc9f8e4a1f_b	complete
seal.ics.uci.edu/projects/terminator/tla_module.html	incomplete
computableplant.ics.uci.edu/newsletter.html	complete
alumni.ics.uci.edu/2008/04/16/cruise-control	incomplete
computableplant.ics.uci.edu/papers/2002/links.html	incomplete
asterix.ics.uci.edu//index.html	incomplete
www.ics.uci.edu/ugrad/degrees	complete
mailman.ics.uci.edu/mailman/admin/asterixresearch	complete
ngs.ics.uci.edu/not-alone	incomplete
grape.ics.uci.edu/wiki/public/attachment/wiki/cs122b-2019-winter-project1/JDBC1.java	incomplete
flamingo.ics.uci.edu	complete
ngs.ics.uci.edu/real-time-search-4-driving-using-only-the-rear-view-mirror	complete
malek.ics.uci.edu/index.html	incomplete
computableplant.ics.uci.edu/bti1036/index.html	complete
grape.ics.uci.edu/wiki/public/zip-attachment/wiki/cs222p-2018-fall-git	incomplete
sdcl.ics.uci.edu/2014/12/congrats-dr-nick-lopez	incomplete
www.ics.uci.edu/community/news/spotlight_gamejam_winter_2012	complete
grape.ics.uci.edu/wiki/public/attachment/wiki/cs122b-2017-winter-project1/data.sql	incomplete
grape.ics.uci.edu/wiki/public/attachment/wiki/cs122a-2016-spring/2016s-cs122a-hw5-template.2.txt	complete
ngs.ics.uci.edu/objective-reality-1	complete
mswe.ics.uci.edu	complete
wics.ics.uci.edu/wics-spring-quarter-week-8-amazon-alexa-skill-workshop	complete
grape.ics.uci.edu/wiki/public/raw-attachment/wiki/cs222p-2018-fall-project3/test.sh	incomplete
sdcl.ics.uci.edu/page/2	complete
ngs.ics.uci.edu/till-divorce-do-us-apart	incomplete
mailman.ics.uci.edu/mailman/private/igb-community	complete
computableplant.ics.uci.edu/BGRS-2002-meeting-abstract.html	complete
sdcl.ics.uci.edu/research/porchlight	complete
computableplant.ics.uci.edu/gallery/Gallery/2Dsim/index.html	complete
wics.ics.uci.edu/events/2018-10-01	incomplete
cml.ics.uci.edu/2014/08/2014_aaai	complete
flamingo.ics.uci.edu/releases/docs/TopkDoc.html	complete
cml.ics.uci.edu/home/contact-us	complete
sdcl.ics.uci.edu/2013/10/crowdconf-2013	incomplete
www.ics.uci.edu/admissions/Prospective_ApplicationProcess	complete
seal.ics.uci.edu/projects/revealdroid/index.html	complete
computableplant.ics.uci.edu/sw/LamDelosmeSA.m	complete
ngs.ics.uci.edu/tag/business-activity-monitoring	complete
ngs.ics.uci.edu/becoming-impatient	incomplete
wics.ics.uci.edu/wics-fall-quarter-week-6-amazon-info-session-and-tabling	incomplete
www.ics.uci.edu/lab-members.html	complete
ngs.ics.uci.edu/blog/page/16	complete
ngs.ics.uci.edu/searh-progress-in-ne-extraction	complete
sdcl.ics.uci.edu/2014/10/uist-2014	complete
www.ics.uci.edu/grad/GradPolicies_CopyrightInfringement	complete
radicle.ics.uci.edu/news.html	complete
ngs.ics.uci.edu/next-instagram	complete
luci.ics.uci.edu	complete
wics.ics.uci.edu/hackuci-spring-2014	complete
www.ics.uci.edu/community/events/openhouse/gallery_05.html	complete
www.ics.uci.edu/community/events/rules	complete
mailman.ics.uci.edu/mailman/admin	complete
mailman.ics.uci.edu/mailman/admin/crick	complete
www.ics.uci.edu/grad/GradPolicies_SexualHarassment	complete
www.ics.uci.edu/project_class	complete
ngs.ics.uci.edu/blog/page/3	complete
ngs.ics.uci.edu/blog/page/2	complete
ngs.ics.uci.edu/blog/page/5	complete
ngs.ics.uci.edu/blog/page/4	complete
mailman.ics.uci.edu/mailman/admin/emme	complete
ngs.ics.uci.edu/blog/page/6	complete
ngs.ics.uci.edu/blog/page/9	complete
ngs.ics.uci.edu/blog/page/8	complete
seal.ics.uci.edu/publications.html	incomplete
emj.ics.uci.edu/feed	complete
grape.ics.uci.edu/wiki/public/attachment/wiki/cs122b-2018-spring-project1/JDBC2.java	incomplete
wics.ics.uci.edu/amazon-info-session	incomplete
computableplant.ics.uci.edu/gallery/Gallery/zstack/index.html	complete
grape.ics.uci.edu/wiki/public/attachment/wiki/cs122a-2016-spring/2016s-cs122a-hw4-script.sql	incomplete
mcs.ics.uci.edu/about/the-program	incomplete
ngs.ics.uci.edu/author/ramesh/page/30	complete
ngs.ics.uci.edu/author/ramesh/page/31	complete
grape.ics.uci.edu/wiki/public/raw-attachment/wiki/cs222p-2018-fall-project2/test.sh	complete
ngs.ics.uci.edu/author/ramesh/page/33	incomplete
ngs.ics.uci.edu/photo-management-remains-an-open-problem	complete
wics.ics.uci.edu/event/wics-games	incomplete
www.ics.uci.edu/community/news/spotlight_irani	incomplete
ngs.ics.uci.edu/entrepreneurship	complete
www-db.ics.uci.edu/pages/research/das/index.shtml	complete
emj.ics.uci.edu/author/emj	complete
ngs.ics.uci.edu/empowering-personal-health	complete
ngs.ics.uci.edu/category/personal	complete
ngs.ics.uci.edu/tag/subjective	complete
wics.ics.uci.edu/study-session	complete
www.ics.uci.edu/computing/account/renewal	complete
ngs.ics.uci.edu/google-and-video	complete
grape.ics.uci.edu/wiki/public/wiki/cs122b-2019-winter-project1-install-tomcat-on-aws	incomplete
www.ics.uci.edu/community/news/blog_posts/Nguyen_Dang-November2017	complete
grape.ics.uci.edu/wiki/public/zip-attachment/wiki/cs222p-2018-fall-project4	incomplete
ngs.ics.uci.edu/blog	complete
grape.ics.uci.edu/wiki/public/zip-attachment/wiki/cs222p-2018-fall-project1	complete
grape.ics.uci.edu/wiki/public/zip-attachment/wiki/cs222p-2018-fall-project3	complete
grape.ics.uci.edu/wiki/public/zip-attachment/wiki/cs222p-2018-fall-project2	complete
ngs.ics.uci.edu/tag/quantified-self/page/2	complete
wics.ics.uci.edu/event/mentorship-reveal-dbh-6011	complete
mcs.ics.uci.edu/about/curriculum/2018-2019	incomplete
www.ics.uci.edu/community/news/spotlight_autism_appjam_2013	incomplete
www.ics.uci.edu/ugrad/SAO_Events	complete
ngs.ics.uci.edu/self-analytics-data-driven-life	complete
grape.ics.uci.edu/wiki/public/raw-attachment/wiki/cs122b-2017-winter-project2/ShowSession.java	incomplete
flamingo.ics.uci.edu/spellchecker	complete
grape.ics.uci.edu/wiki/public/raw-attachment/wiki/cs122b-2017-winter-project1/JDBC1.java	incomplete
emj.ics.uci.edu/wp-content/emj/uploads/
arXiv_Mjolsness_1212.0582.pdf	complete
wics.ics.uci.edu/event/wics-potluck	incomplete
cml.ics.uci.edu/2017/11/new-faculty-member-eric-sudderth	complete
ngs.ics.uci.edu/lifelesson-1-get-bad-news-as-soon-as-possible	complete
www.ucf.ics.uci.edu	incomplete
www.ics.uci.edu/about_deanmsg	complete
wics.ics.uci.edu/wics-fall-quarter-week-10-wics-potluck	complete
grape.ics.uci.edu/wiki/public/raw-attachment/wiki/cs122b-2017-winter-project2/TomcatTest.war	incomplete
www.ics.uci.edu/%7elab/lab_assistants	incomplete
www.ics.uci.edu/faculty/area_biomed	complete
sdcl.ics.uci.edu/category/travel	incomplete
ngs.ics.uci.edu/partners/collaborators	complete
calendar.ics.uci.edu/auth/forgot	complete
www.ics.uci.edu/faculty/area_algorithms	incomplete
ngs.ics.uci.edu/goggles-to-cyberspace	complete
ngs.ics.uci.edu/text-mining-nyt	incomplete
www.ics.uci.edu/ugrad/sao/Concurrent_Enrollment	complete
sourcerer.ics.uci.edu/index.html	incomplete
ngs.ics.uci.edu/category/entrepreneurism	complete
ngs.ics.uci.edu/data-data-everywhere-and-more-data-coming	complete
ngs.ics.uci.edu/tag/personal-intelligence	complete
grape.ics.uci.edu/wiki/public/attachment/wiki/cs122b-2017-spring/BatchInsert.java	incomplete
grape.ics.uci.edu/wiki/public/raw-attachment/wiki/cs122b-2018-spring/cs122b-setup-scripts.txt	incomplete
ngs.ics.uci.edu/acm-multimedia-2009	complete
www.ics.uci.edu/computing/services/sophos_win	incomplete
calendar.ics.uci.edu/localist	complete
www.ics.uci.edu/%7elab/faq	complete
www.ics.uci.edu/ugrad/Campus_Resources	complete
grape.ics.uci.edu/wiki/public/raw-attachment/wiki/cs122b-2018-spring-project1/JDBC1.java	complete
www.ics.uci.edu/%7Egts	complete
ngs.ics.uci.edu/category/prospecting-information/page/11	complete
ngs.ics.uci.edu/category/prospecting-information/page/10	complete
ngs.ics.uci.edu/category/prospecting-information/page/13	incomplete
ngs.ics.uci.edu/category/prospecting-information/page/12	complete
wics.ics.uci.edu/android-app-projects-winter-2014	incomplete
sdcl.ics.uci.edu/crowd-fault-localization	incomplete
ngs.ics.uci.edu/words-the-bow	complete
www.ics.uci.edu/computing/services/microsoft_imagine_error	complete
www.ics.uci.edu/computing/who	incomplete
chenli.ics.uci.edu/students	incomplete
www.ics.uci.edu/computing/account/mapdrive_mac	complete
ngs.ics.uci.edu/tag/stories-from-big-data	complete
luci.ics.uci.edu/pages/Students/LouAnneBoyd/LouAnneBoyd.html	incomplete
sdcl.ics.uci.edu/2013/05/icse-2013	incomplete
www.ics.uci.edu/leadership_council	complete
wics.ics.uci.edu/week-5-facebook-women-panel	complete
www.ics.uci.edu/involved/project_class	complete
flamingo.ics.uci.edu/releases/docs/LbakTreeDoc.html	incomplete
www.ics.uci.edu/MJCarey_Patents.html	complete
www.ics.uci.edu/%7elab/schedules/183.html	incomplete
www.ics.uci.edu/computing/linux/tools	incomplete
ngs.ics.uci.edu/mkrishi	incomplete
ngs.ics.uci.edu/digital-india-a-potentially-transformative-opportunity	incomplete
www.ics.uci.edu/computing/linux/hosts	incomplete
computableplant.ics.uci.edu/gallery/Gallery/plustensors/index.html	complete
wics.ics.uci.edu/about-community-outreach	incomplete
alumni.ics.uci.edu/2008/07/10/answering-the-call	incomplete
flamingo.ics.uci.edu/releases/docs/PartEnumDoc.html	complete
wics.ics.uci.edu/event/week-1-general-meeting-mentorship-program	incomplete
luci.ics.uci.edu/about.html	complete
www.ics.uci.edu/grad/resources	complete
www.ics.uci.edu/events/seminar-series	incomplete
grape.ics.uci.edu/wiki/public/raw-attachment/wiki/cs122b-2018-winter-project5/query_load.txt	incomplete
ngs.ics.uci.edu/better-search-through-people	incomplete
luci.ics.uci.edu/pages/Students/DanGardner/DanGardner.html	complete
mailman.ics.uci.edu/mailman/listinfo/sislgram	incomplete
honors.ics.uci.edu/student-testimonials	incomplete
futurehealth.ics.uci.edu/participation	incomplete
www.ics.uci.edu/about/search_graduate	complete
www.ics.uci.edu/community/articles	incomplete
www.ics.uci.edu/%7Ewics/upcoming_events.html	incomplete
www.ics.uci.edu/about/about_facts	incomplete
flamingo.ics.uci.edu/toolkit	incomplete
computableplant.ics.uci.edu/gallery/Gallery/published/activatorTemplate.html	complete
sdcl.ics.uci.edu/2014/04/tablet-tower-to-server-tower	incomplete
www.ics.uci.edu/MJCarey_Professional_Experience.html	incomplete
grape.ics.uci.edu/wiki/public/raw-attachment/wiki/cs122b-2019-winter-project1/cs122b-setup-scripts.txt	complete
grape.ics.uci.edu/wiki/public/raw-attachment/wiki/cs122b-2017-spring-project1/JDBC1.java	complete
computableplant.ics.uci.edu/alphasite/gallery.html	incomplete
www.ics.uci.edu/ugrad/degrees/Second_BA	complete
honors.ics.uci.edu/program-overview/step-1-course-requirements	incomplete
ngs.ics.uci.edu/blog/page/7	complete
www.ics.uci.edu/%7elab/policy	incomplete
ngs.ics.uci.edu/ict-for-development-is-dominated-by-social-network-thinking	complete
seal.ics.uci.edu/projects/salma/index.html	incomplete
wics.ics.uci.edu/ics-career-panel	incomplete
wics.ics.uci.edu/movie-night-and-boardgames-with-wics	incomplete
grape.ics.uci.edu/wiki/public/attachment/wiki/cs122b-2019-winter-project1/movie-data.sql	complete
wics.ics.uci.edu/week-2-ios-beginner-workshop	incomplete
ngs.ics.uci.edu/all the world's information 	complete
www.ics.uci.edu/community/news/spotlight_cammarota	complete
grape.ics.uci.edu/wiki/public/raw-attachment/wiki/cs122b-2018-winter-project3/employees.xml	complete
cml.ics.uci.edu/aiml/page/8	complete
mswe.ics.uci.edu/program/about-the-program	complete
cml.ics.uci.edu/aiml/page/18	complete
cml.ics.uci.edu/aiml/page/19	complete
cml.ics.uci.edu/aiml/page/14	complete
cml.ics.uci.edu/aiml/page/15	complete
cml.ics.uci.edu/aiml/page/16	complete
cml.ics.uci.edu/aiml/page/17	complete
cml.ics.uci.edu/aiml/page/10	complete
cml.ics.uci.edu/aiml/page/11	complete
cml.ics.uci.edu/aiml/page/12	complete
www.ics.uci.edu/community/events/openhouse/gallery_11.html	complete
www.ics.uci.edu/involved/leadership_council	complete
grape.ics.uci.edu/wiki/public/raw-attachment/wiki/cs122b-2018-winter-project2/ShowSession.java	complete
wics.ics.uci.edu/previous-officers	complete
wics.ics.uci.edu/spring-potluck-with-ics-clubs	complete
cml.ics.uci.edu/2015/05/center-member-and-ics-dean-hal-stern-to-help-lead-national-effort-to-improve-criminal-evidence-analysis-cut-wrongful-convictions	complete
grape.ics.uci.edu/wiki/public/wiki/cs222-2017-fall-project1-description	complete
www.ics.uci.edu/computing/mapdrive_win	complete
mondego.ics.uci.edu/datasets	complete
www.ics.uci.edu/ugrad/degree_cgs	complete
honors.ics.uci.edu/graduate-school-resources	complete
www.ics.uci.edu/community/news/spotlight_mingkow	complete
wics.ics.uci.edu/hello-world	complete
www.ics.uci.edu/about/bren/gallery/gallery_07_jpg	complete
ngs.ics.uci.edu/tag/health-navigator	complete
www.ics.uci.edu/%7Egts/facts.html	complete
grape.ics.uci.edu/wiki/public/wiki/cs122b-2017-spring-project2	complete
grape.ics.uci.edu/wiki/public/wiki/cs122b-2017-spring-project3	complete
www.ics.uci.edu/community/news/spotlight_career_fair	complete
grape.ics.uci.edu/wiki/public/wiki/cs122b-2017-spring-project5	complete
fr.ics.uci.edu/chile	complete
futurehealth.ics.uci.edu/resources	complete
ngs.ics.uci.edu/presentation-on-observation-systems	complete
ngs.ics.uci.edu	complete
ngs.ics.uci.edu/ck-prahalad-one-more-tribute	complete
cml.ics.uci.edu/aiml/page/5	complete
computableplant.ics.uci.edu/software.html	complete
flamingo.ics.uci.edu/releases/latest	complete
computableplant.ics.uci.edu/bti1036	complete
cloudberry.ics.uci.edu/demos/twittermap	complete
ngs.ics.uci.edu/contextual-circles	complete
computableplant.ics.uci.edu/alphasite	complete
sdcl.ics.uci.edu/research/crowddesign	incomplete
www.ics.uci.edu/community/news/spotlight_dechter_book	complete
auge.ics.uci.edu/eventshop	complete
www.ics.uci.edu/about/facilities	complete
ngs.ics.uci.edu/research/research-papers/experiential-computing	complete
cml.ics.uci.edu/courses	complete
grape.ics.uci.edu/wiki/public/attachment/wiki/cs222p-2017-fall-project1/test.sh	complete
www.ics.uci.edu/community/events/openhouse/research09.html	complete
ngs.ics.uci.edu/author/ramesh/page/32	complete
www.ics.uci.edu/%7Ewmt/socialCodeGroup/projects.html	complete
grape.ics.uci.edu/wiki/public/zip-attachment/wiki/cs122b-2018-spring-project1-import-project	complete
cml.ics.uci.edu/2016/11/phd-research-fellowships	complete
ngs.ics.uci.edu/funny-story-about-googles-plans	complete
sdcl.ics.uci.edu/author/dkutas	complete
grape.ics.uci.edu/wiki/public/attachment/wiki/cs122a-2016-spring/2016s-cs122a-hw5-template.txt	complete
sdcl.ics.uci.edu/2011/08/distributed-collaboration-grant	complete
ngs.ics.uci.edu/microsoft-vs-netscape-and-microsoft-vs-google	complete
www.ics.uci.edu/ugrad/degrees/Minors	complete
sdcl.ics.uci.edu/2014/05/meet-the-sdcl-beowulf-cluster	complete
chenli.ics.uci.edu/feed	complete
ngs.ics.uci.edu/1077	complete
ngs.ics.uci.edu/tag/chronicle	complete
ngs.ics.uci.edu/focused-microblogs-fmbs-going-beyond-twitter	complete
www.ics.uci.edu/students	complete
emj.ics.uci.edu/topics	complete
www.ics.uci.edu/%7elab/unixfiles	complete
ngs.ics.uci.edu/corelation-is-the-mother-of-causality	complete
grape.ics.uci.edu/wiki/public/attachment/wiki/cs222-2017-fall-project3/test.sh	complete
www.ics.uci.edu/ugrad/policies/Computer_Copyrights	complete
cml.ics.uci.edu/2012/08/2012_uaidomination	complete
computableplant.ics.uci.edu/alphasite/sponsors.html	complete
www.ics.uci.edu/faculty/area_systems	complete
ngs.ics.uci.edu/trip-to-angkor-in-cambodia1	complete
computableplant.ics.uci.edu/hierleap	complete
ngs.ics.uci.edu/extreme-stories13	complete
ngs.ics.uci.edu/quantifying-semantic-gap	complete
ngs.ics.uci.edu/social-systems-and-big-data	complete
fr.ics.uci.edu/haiticrisis	complete
ngs.ics.uci.edu/eventweb9-causality-deterministic	complete
luci.ics.uci.edu/pages/Students/oliverhaimson/oliverhaimson.html	complete
www.ics.uci.edu/%7elab/lab_schedule	complete
wics.ics.uci.edu/event/wics-group-tech-interview-practice	complete
wics.ics.uci.edu/wics-final-python-project-meeting	complete
sdcl.ics.uci.edu/tag/ice-cream	complete
ngs.ics.uci.edu/tag/integrative-health	complete
mailman.ics.uci.edu/mailman/listinfo/cert-students	complete
honors.ics.uci.edu/step-4-start-your-research	complete
www.ics.uci.edu/community/news/spotlight_diazgutierrez	complete
mcs.ics.uci.edu	complete
www.ics.uci.edu/computing/linux/file-security	complete
www.ics.uci.edu/community/events/openhouse/gallery_01.html	complete
ngs.ics.uci.edu/partners/past-students	complete
www.ics.uci.edu/community/rss	complete
www.ics.uci.edu/community/news/spotlight_art_hitomi	complete
wics.ics.uci.edu/events/2018-11-15	incomplete
mailman.ics.uci.edu/mailman/private/aperture	complete
www.ics.uci.edu/community/news/spotlight_hanratty	complete
grape.ics.uci.edu/wiki/public/zip-attachment/wiki/cs122b-2017-spring-project5	complete
ngs.ics.uci.edu/tag/causality	complete
ngs.ics.uci.edu/words-the-world-of-words	complete
flamingo.ics.uci.edu/releases/src/util	complete
computableplant.ics.uci.edu/papers/2004/sw.html	complete
www.ics.uci.edu/brenhall	complete
mcs.ics.uci.edu/current-students/mcs-grade-policy/academic-probation-process-policy	incomplete
www.ics.uci.edu/community/events/judges	complete
cml.ics.uci.edu/category/news	incomplete
www.ics.uci.edu/%7ewics	complete
ngs.ics.uci.edu/future-of-web-is-here-now	complete
ngs.ics.uci.edu/tag/precision-health	complete
grape.ics.uci.edu/wiki/public/raw-attachment/wiki/cs122b-2017-winter-project3/employees.xml	complete
sdcl.ics.uci.edu/2015/11/sdcl-at-ase-2015	complete
www.ics.uci.edu/%7elab/schedules/189.html	complete
computableplant.ics.uci.edu/2005/CVPR-2005-Abstract.html	complete
www.ics.uci.edu/about/search_sao	complete
cml.ics.uci.edu/2011/09/2011_wellingpami	complete
wics.ics.uci.edu/food-and-fun-with-wics	complete
www.ics.uci.edu/contact	complete
www.ics.uci.edu/grad/policies/GradPolicies_AdvanceCandidacy.php	incomplete
www.ics.uci.edu/computing/group_email.php	complete
ngs.ics.uci.edu/government-in-india	complete
ngs.ics.uci.edu/tag/mobile-photos	complete
wics.ics.uci.edu/events/2017-09-30	complete
www.ics.uci.edu/ugrad/admissions	complete
computableplant.ics.uci.edu/gallery/Gallery/nuclei&centers/index.html	complete
grape.ics.uci.edu/wiki/public/wiki/cs122b-2013-winter	complete
ngs.ics.uci.edu/micro-blogs-and-blogs	complete
www.ics.uci.edu/grad/policies/GradPolicies_ConcurrentEnrollment	complete
www.ics.uci.edu/about/bren/bren_press	complete
wics.ics.uci.edu/fall-quarter-2016-wk-7-summer-internship-panel	complete
www.ics.uci.edu/community/news/spotlight_kindred	complete
cloudberry.ics.uci.edu/tag/tech	complete
sdcl.ics.uci.edu/2015/02/welcome-fernando	complete
emj.ics.uci.edu/wp-content/emj/uploads/MjolsnessCunhaPMAV24Oct2012	complete
ngs.ics.uci.edu/a-perspective-on-multimedia-computing-and-commpunication-1	complete
sdcl.ics.uci.edu/2013/05/isr-research-forum-2	complete
wics.ics.uci.edu/winter-quarter-2017-week-8-wics-mentorship-baked-goods-potluck-and-movie-night	incomplete
ngs.ics.uci.edu/phone-as-identity	complete
emj.ics.uci.edu/talks	complete
wics.ics.uci.edu/events/2017-11-02	complete
grape.ics.uci.edu/wiki/public/wiki/cs122b-2018-spring-project5-mysql-master-slave	complete
www.ics.uci.edu/computing/account/new	complete
www.ics.uci.edu/computing/contact/helpdesk	complete
emj-pc.ics.uci.edu/mgs/dbases/agns	complete
sdcl.ics.uci.edu/research/past-projects/code-orb-2	complete
www.ics.uci.edu/community/news/spotlight_autism_appjam_2014	complete
mhcid.ics.uci.edu/admissions/admissions-overview	complete
wics.ics.uci.edu/event/coffee-chat-with-deloitte	complete
ngs.ics.uci.edu/tag/photo-gallery	complete
sdcl.ics.uci.edu/2012/12/marian-petre-visit-2	complete
www.ics.uci.edu/community/events	complete
ngs.ics.uci.edu/tag/business-intelligence	complete
www.ics.uci.edu/about/search_dept_stats-staff	complete
wics.ics.uci.edu/brownie-troops-computer-expert-badge	complete
wics.ics.uci.edu/event/amazon-event	complete
wics.ics.uci.edu/wics-2018-bytes-of-code	complete
wics.ics.uci.edu/fall-quarter-update/img_0029	complete
www.ics.uci.edu/%7Egts/contact.html	complete
ngs.ics.uci.edu/more-timelines	complete
sconce.ics.uci.edu/203-W15	complete
www.ics.uci.edu/computing/linux/sge	complete
grape.ics.uci.edu/wiki/public/raw-attachment/wiki/cs122b-2017-spring-project3/Employee.java	complete
mswe.ics.uci.edu/program/curriculum	complete
grape.ics.uci.edu/wiki/public/raw-attachment/wiki/cs122b-2017-winter-project3/DomParserExample.java	complete
ngs.ics.uci.edu/events-descriptions-and-opinions	complete
www.ics.uci.edu/sao	complete
www.ics.uci.edu/opportunities.html	complete
grape.ics.uci.edu/wiki/public/raw-attachment/wiki/cs122a-2016-spring/2016s-cs122a-hw4-template.txt	complete
grape.ics.uci.edu/wiki/public/attachment/wiki/cs122b-2017-winter/AjaxTest.war	complete
wics.ics.uci.edu/letter-of-recommendation-workshop/photo-5	complete
www.ics.uci.edu/MJCarey_Contact.html	complete
